OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,Latitude,Longitude,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060502_158481,Sample-Routine,Water,Surface Water,2006-05-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490467,,,Enterococcus,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:13.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_158667,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490726,,,Enterococcus,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:22.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060504_148493,Sample-Routine,Water,Surface Water,2006-05-04,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490576,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:17.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060510_147303,Sample-Routine,Water,Surface Water,2006-05-10,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490761,,,Total Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:22.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060512_147493,Sample-Routine,Water,Surface Water,2006-05-12,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490821,,,Total Coliform,,80,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:24.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060503_151199,Sample-Routine,Water,Surface Water,2006-05-03,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490542,,,Enterococcus,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:16.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060503_158551,Sample-Routine,Water,Surface Water,2006-05-03,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490570,,,Fecal Coliform,,52,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:17.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060508_148595,Sample-Routine,Water,Surface Water,2006-05-08,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490605,,,Enterococcus,,2,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:18.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_151243,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490659,,,Enterococcus,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:19.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060511_157981,Sample-Routine,Water,Surface Water,2006-05-11,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490814,,,Fecal Coliform,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:24.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_157801,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490674,,,Total Coliform,,24192,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:20.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060510_151155,Sample-Routine,Water,Surface Water,2006-05-10,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490788,,,Total Coliform,,231,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:23.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060511_152625,Sample-Routine,Water,Surface Water,2006-05-11,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490810,,,Enterococcus,,18,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:24.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060502_158139,Sample-Routine,Water,Surface Water,2006-05-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490446,,,Enterococcus,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:12.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_151213,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490652,,,Total Coliform,,249,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:19.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060511_152625,Sample-Routine,Water,Surface Water,2006-05-11,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490812,,,Total Coliform,,18,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:24.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060508_148589,Sample-Routine,Water,Surface Water,2006-05-08,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490598,,,Total Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:17.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060508_148595,Sample-Routine,Water,Surface Water,2006-05-08,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490607,,,Total Coliform,,40,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:18.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060502_158365,Sample-Routine,Water,Surface Water,2006-05-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490463,,,Total Coliform,,41,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:13.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060503_151241,Sample-Routine,Water,Surface Water,2006-05-03,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490556,,,Total Coliform,,52,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:16.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060503_148389,Sample-Routine,Water,Surface Water,2006-05-03,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490501,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:14.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_157917,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490681,,,Enterococcus,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:20.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_158235,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490698,,,Total Coliform,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:21.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_151233,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490657,,,Fecal Coliform,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:19.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060501_148113,Sample-Routine,Water,Surface Water,2006-05-01,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490351,,,Total Coliform,,4,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:09.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060502_151143,Sample-Routine,Water,Surface Water,2006-05-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490405,,,Total Coliform,,98,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:11.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060503_158201,Sample-Routine,Water,Surface Water,2006-05-03,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490564,,,Fecal Coliform,,20,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:16.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060510_147395,Sample-Routine,Water,Surface Water,2006-05-10,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490773,,,Total Coliform,,5,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:23.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_158667,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490728,,,Total Coliform,,428,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:22.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_158263,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490701,,,Total Coliform,,24192,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:21.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060508_148553,Sample-Routine,Water,Surface Water,2006-05-08,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490586,,,Total Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:17.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_152549,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490665,,,Enterococcus,,16,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:20.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_157801,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490672,,,Enterococcus,,41,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:20.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060502_157883,Sample-Routine,Water,Surface Water,2006-05-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490426,,,Fecal Coliform,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:12.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060502_148231,Sample-Routine,Water,Surface Water,2006-05-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490389,,,Fecal Coliform,,50,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:11.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060502_158519,Sample-Routine,Water,Surface Water,2006-05-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490471,,,Fecal Coliform,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:13.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060510_147295,Sample-Routine,Water,Surface Water,2006-05-10,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490749,,,Total Coliform,,80,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:22.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060510_147301,Sample-Routine,Water,Surface Water,2006-05-10,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490758,,,Total Coliform,,20,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:22.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060502_158481,Sample-Routine,Water,Surface Water,2006-05-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490468,,,Fecal Coliform,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:13.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060502_151153,Sample-Routine,Water,Surface Water,2006-05-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490408,,,Total Coliform,,63,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:11.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060502_151163,Sample-Routine,Water,Surface Water,2006-05-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490409,,,Enterococcus,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:11.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_158585,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490721,,,Fecal Coliform,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:21.0,STORET
